cod_tesis|cod_usuario|cod_tramite|estado|titulo|fecha_inicio|fecha_fin|versionInicial
379|74|224|APROBADO ASESOR|Nulla suscipit ligula in lacus.|2021-06-12 22:56:25|2022-12-18 06:18:27|ConvallisEgetEleifend.avi
380|91|365|APROBADO ASESOR|Pellentesque viverra pede ac diam.|2020-12-31 02:30:39|2019-08-21 10:11:05|Accumsan.avi
381|330|303|RECHAZADO|Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.|2015-07-28 21:17:03|2021-09-23 16:48:46|Erat.mp3
382|12|87|PARA SUSTENTACION|Nulla ac enim.|2015-12-23 05:05:31|2017-07-10 11:29:10|LaciniaSapienQuis.txt
383|292|327|RECHAZADO|In quis justo.|2020-10-12 15:54:58|2022-01-12 12:20:53|EgetOrci.avi
384|496|209|EN PROCESO|Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.|2020-05-27 17:33:57|2022-03-28 15:57:07|OdioOdioElementum.gif
385|409|320|APROBADO ASESOR|Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.|2022-03-10 08:37:48|2019-10-10 05:41:44|MassaTempor.tiff
386|179|276|PARA SUSTENTACION|Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.|2015-12-15 04:59:24|2019-09-02 09:11:51|ConvallisMorbiOdio.mp3
387|164|295|APROBADO ASESOR|Phasellus in felis.|2016-10-07 01:33:18|2018-10-26 15:06:31|EtCommodo.mp3
388|24|400|PARA SUSTENTACION|Phasellus in felis.|2021-01-19 09:06:24|2020-08-26 23:02:27|NullamPorttitorLacus.xls
389|133|75|PARA SUSTENTACION|Mauris ullamcorper purus sit amet nulla.|2022-12-21 16:49:19|2018-04-14 14:38:24|CuraeMauris.tiff
390|94|216|EN PROCESO|In hac habitasse platea dictumst.|2020-01-23 06:21:03|2015-07-12 19:26:37|Amet.mov
391|277|460|EN PROCESO|Donec semper sapien a libero.|2016-08-05 19:39:31|2015-06-30 15:04:06|PosuereNonummyInteger.avi
392|214|111|RECHAZADO|Phasellus id sapien in sapien iaculis congue.|2019-11-04 19:00:34|2016-08-11 21:32:38|MontesNasceturRidiculus.jpeg
393|82|450|RECHAZADO|Ut tellus.|2022-09-19 01:32:51|2018-05-11 09:36:34|PotentiNullamPorttitor.jpeg
394|312|162|APROBADO ASESOR|Donec ut mauris eget massa tempor convallis.|2020-12-18 02:53:05|2020-01-17 11:49:24|ConvallisNulla.png
395|86|359|RECHAZADO|Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.|2018-11-13 07:50:34|2017-10-07 19:46:27|Consequat.gif
396|213|99|EN PROCESO|Morbi ut odio.|2022-08-23 13:32:10|2015-06-23 05:08:23|Sagittis.xls
397|385|300|APROBADO ASESOR|Aliquam non mauris.|2022-05-27 16:42:27|2018-04-21 00:37:49|PraesentBlanditLacinia.txt
398|290|413|APROBADO ASESOR|Pellentesque ultrices mattis odio.|2021-02-16 13:38:07|2021-06-28 21:23:45|DisParturient.mpeg
399|432|72|PARA SUSTENTACION|In blandit ultrices enim.|2015-05-02 16:06:59|2021-03-08 00:03:15|Elit.jpeg
400|75|233|PARA SUSTENTACION|Duis consequat dui nec nisi volutpat eleifend.|2017-11-19 09:53:00|2019-05-24 08:46:54|MiIntegerAc.mp3
401|272|92|RECHAZADO|Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.|2015-01-09 20:04:24|2020-12-07 14:40:29|NisiVulputate.mpeg
402|239|385|RECHAZADO|Nullam molestie nibh in lectus.|2021-12-24 20:17:01|2022-02-21 21:08:47|MolestieSedJusto.ppt
403|162|45|EN PROCESO|Nam nulla.|2020-09-20 20:36:44|2015-07-04 00:02:04|Vitae.tiff
404|23|92|EN PROCESO|In est risus, auctor sed, tristique in, tempus sit amet, sem.|2016-02-03 17:24:19|2021-06-17 14:19:40|Mauris.avi
405|215|442|PARA SUSTENTACION|Pellentesque at nulla.|2019-11-19 13:44:45|2017-05-01 15:47:58|Curae.tiff
406|3|399|APROBADO ASESOR|Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.|2017-11-18 12:26:54|2018-04-26 19:39:44|TinciduntInLeo.tiff
407|202|218|APROBADO ASESOR|Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.|2018-04-09 12:42:11|2020-08-12 12:57:16|SedTincidunt.mpeg
408|180|225|APROBADO ASESOR|Lorem ipsum dolor sit amet, consectetuer adipiscing elit.|2021-05-10 02:31:41|2016-08-02 14:02:13|A.tiff
409|396|301|RECHAZADO|In sagittis dui vel nisl.|2017-09-17 15:08:41|2020-08-19 19:06:38|EtMagnisDis.ppt
410|285|54|EN PROCESO|In quis justo.|2015-04-02 16:16:53|2017-05-07 12:30:20|DuiMaecenasTristique.gif
411|240|119|EN PROCESO|Integer ac leo.|2022-05-19 17:45:10|2016-10-05 23:28:08|Leo.mp3
412|329|200|APROBADO ASESOR|Nulla tellus.|2015-01-10 13:35:46|2016-02-17 12:20:29|ConsequatUtNulla.avi
413|78|303|APROBADO ASESOR|Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.|2020-04-10 17:50:02|2017-05-08 14:16:11|SemSedSagittis.mp3
414|53|87|EN PROCESO|Quisque id justo sit amet sapien dignissim vestibulum.|2022-12-08 19:18:44|2019-11-23 21:37:31|Vitae.jpeg
415|245|284|PARA SUSTENTACION|Vestibulum sed magna at nunc commodo placerat.|2018-03-02 17:04:25|2017-01-21 23:53:55|Suscipit.mp3
416|24|460|RECHAZADO|Curabitur in libero ut massa volutpat convallis.|2016-02-24 10:19:22|2017-03-24 07:39:13|UtAtDolor.xls
417|210|439|RECHAZADO|Cras pellentesque volutpat dui.|2020-07-15 16:42:15|2017-09-16 21:39:04|VelDapibusAt.ppt
418|230|368|EN PROCESO|Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.|2016-08-14 07:01:25|2020-07-14 16:42:12|Rhoncus.avi
419|184|73|APROBADO ASESOR|Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.|2017-08-11 14:44:07|2017-08-06 12:50:49|Magna.ppt
420|169|221|PARA SUSTENTACION|Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.|2022-08-31 08:45:07|2016-09-20 15:53:59|SedJustoPellentesque.mov
421|4|170|RECHAZADO|Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.|2018-09-23 22:23:03|2021-06-15 19:33:09|AdipiscingElitProin.mp3
422|137|477|RECHAZADO|Sed vel enim sit amet nunc viverra dapibus.|2015-01-05 12:03:56|2018-07-01 19:40:27|A.mp3
423|158|327|EN PROCESO|In blandit ultrices enim.|2022-08-21 12:54:04|2021-07-11 06:39:38|Pulvinar.mov
424|59|57|RECHAZADO|Nunc nisl.|2022-04-23 15:45:18|2020-08-27 07:22:00|Quis.mp3
425|178|166|RECHAZADO|Curabitur gravida nisi at nibh.|2016-06-29 09:11:36|2022-03-22 07:19:22|ScelerisqueMaurisSit.mov
426|318|495|EN PROCESO|Suspendisse potenti.|2022-07-15 18:09:25|2016-02-18 06:51:51|NasceturRidiculus.avi
427|378|231|APROBADO ASESOR|Nam nulla.|2020-03-30 02:19:52|2015-12-23 12:53:27|SapienIn.tiff
428|426|115|RECHAZADO|Quisque porta volutpat erat.|2022-06-30 05:21:47|2019-03-10 22:40:01|VestibulumAnteIpsum.jpeg
429|331|293|EN PROCESO|In hac habitasse platea dictumst.|2016-04-19 15:46:43|2017-06-08 21:37:04|InFaucibus.mp3
430|373|382|PARA SUSTENTACION|Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.|2017-04-01 20:35:39|2017-05-21 06:04:19|VivamusVelNulla.ppt
431|77|265|RECHAZADO|Maecenas pulvinar lobortis est.|2021-11-30 13:13:27|2020-07-26 10:40:43|Sit.gif
432|299|432|APROBADO ASESOR|Nunc nisl.|2020-07-12 12:34:21|2021-04-12 16:39:30|Amet.txt
433|64|143|APROBADO ASESOR|Nullam molestie nibh in lectus.|2016-03-07 04:10:11|2018-02-19 06:10:01|ErosElementum.mp3
434|38|489|PARA SUSTENTACION|Vestibulum rutrum rutrum neque.|2020-04-02 11:01:13|2017-03-05 13:45:39|TellusIn.xls
435|248|144|RECHAZADO|Vestibulum ac est lacinia nisi venenatis tristique.|2016-07-23 08:44:32|2018-01-24 00:22:22|VelitEu.ppt
436|93|311|RECHAZADO|Proin risus.|2020-01-01 07:22:40|2016-11-29 16:19:20|InHacHabitasse.tiff
437|394|224|APROBADO ASESOR|Integer tincidunt ante vel ipsum.|2021-03-11 05:45:26|2015-05-26 20:01:58|MolestieHendreritAt.txt
438|242|59|EN PROCESO|Fusce consequat.|2015-10-17 02:06:42|2016-05-22 00:35:43|SemperInterdumMauris.jpeg
439|357|53|EN PROCESO|Morbi vel lectus in quam fringilla rhoncus.|2019-05-29 00:22:44|2017-11-13 19:19:29|ParturientMontesNascetur.mp3
440|270|260|RECHAZADO|Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.|2015-07-09 17:02:57|2022-07-07 05:57:58|Fringilla.ppt
441|65|393|PARA SUSTENTACION|In hac habitasse platea dictumst.|2017-10-21 00:54:39|2021-05-07 21:03:07|Diam.ppt
442|371|246|RECHAZADO|Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.|2016-02-27 13:58:20|2016-01-01 23:35:18|NisiAtNibh.xls
443|272|182|RECHAZADO|Pellentesque ultrices mattis odio.|2022-01-13 03:46:48|2019-04-17 15:46:25|UtNuncVestibulum.avi
444|306|448|EN PROCESO|Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.|2018-09-14 18:44:06|2016-03-10 10:42:46|SapienIaculis.avi
445|126|469|EN PROCESO|Integer ac neque.|2020-07-16 06:50:56|2016-03-10 22:55:19|PorttitorLacus.mpeg
446|267|415|EN PROCESO|Curabitur in libero ut massa volutpat convallis.|2017-01-31 15:56:36|2017-09-13 07:59:51|Urna.xls
447|51|75|PARA SUSTENTACION|Vestibulum ac est lacinia nisi venenatis tristique.|2017-03-19 04:02:09|2016-08-13 16:28:22|NullaSedAccumsan.ppt
448|194|24|PARA SUSTENTACION|Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.|2022-08-16 23:00:55|2019-07-16 14:13:35|MassaId.mp3
449|76|82|RECHAZADO|Cras pellentesque volutpat dui.|2021-08-10 06:38:36|2015-12-10 09:27:08|SapienCursusVestibulum.mp3
450|402|317|PARA SUSTENTACION|Nunc rhoncus dui vel sem.|2017-05-02 17:35:44|2021-10-08 18:35:49|InMagnaBibendum.mov
451|170|83|PARA SUSTENTACION|Integer non velit.|2015-04-12 02:20:59|2021-09-15 18:17:22|LoremIntegerTincidunt.avi
452|414|202|EN PROCESO|Aliquam quis turpis eget elit sodales scelerisque.|2021-06-17 15:56:18|2019-12-12 17:32:55|NuncVestibulumAnte.xls
453|154|409|EN PROCESO|Vivamus vestibulum sagittis sapien.|2022-11-13 21:35:37|2022-11-09 02:58:59|MassaVolutpatConvallis.mp3
454|369|445|PARA SUSTENTACION|Duis ac nibh.|2022-03-21 23:27:45|2016-09-02 20:43:20|UllamcorperPurusSit.mov
455|27|279|EN PROCESO|Vestibulum rutrum rutrum neque.|2019-01-23 13:01:43|2022-12-19 23:35:36|Augue.xls
456|139|4|APROBADO ASESOR|In sagittis dui vel nisl.|2015-06-16 19:17:01|2018-09-20 18:57:25|OdioOdioElementum.mp3
457|146|406|EN PROCESO|Lorem ipsum dolor sit amet, consectetuer adipiscing elit.|2020-02-28 10:10:00|2020-09-19 13:46:59|Ut.jpeg
458|446|206|PARA SUSTENTACION|Morbi non lectus.|2017-01-30 21:12:32|2019-09-11 20:08:57|InCongue.ppt
459|203|494|EN PROCESO|Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.|2017-09-09 21:58:32|2017-02-02 22:46:13|QuisLectus.avi
460|393|194|EN PROCESO|Proin eu mi.|2020-01-22 11:04:19|2019-06-19 08:13:08|Sodales.jpeg
461|273|388|EN PROCESO|Nam dui.|2015-04-04 14:12:34|2018-05-01 10:40:49|Nec.avi
462|341|279|EN PROCESO|Vestibulum sed magna at nunc commodo placerat.|2016-07-28 08:28:03|2020-12-10 20:51:57|DonecUt.ppt
463|349|377|APROBADO ASESOR|Aliquam non mauris.|2020-12-04 17:17:59|2015-02-25 06:07:08|NequeLiberoConvallis.pdf
464|85|471|APROBADO ASESOR|Donec ut mauris eget massa tempor convallis.|2015-07-21 18:19:08|2020-03-25 15:41:21|PulvinarLobortisEst.avi
465|457|188|EN PROCESO|Phasellus in felis.|2019-07-22 03:11:08|2021-03-17 11:42:40|DuiProinLeo.ppt
466|72|99|EN PROCESO|Praesent lectus.|2021-10-19 19:39:30|2020-05-21 14:43:45|CumSociis.tiff
467|272|58|PARA SUSTENTACION|Aliquam sit amet diam in magna bibendum imperdiet.|2016-04-05 04:08:16|2017-01-03 20:32:48|Erat.ppt
468|261|171|EN PROCESO|Suspendisse potenti.|2016-07-28 06:46:47|2021-05-24 14:54:24|ElitAc.jpeg
469|1|160|EN PROCESO|Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.|2017-07-31 13:11:11|2020-05-15 16:43:07|Nullam.ppt
470|179|449|APROBADO ASESOR|Aliquam sit amet diam in magna bibendum imperdiet.|2021-11-17 00:05:11|2015-10-08 08:11:04|EuismodScelerisque.tiff
471|82|234|PARA SUSTENTACION|Maecenas pulvinar lobortis est.|2021-01-02 23:21:06|2017-02-26 22:09:16|FusceLacus.tiff
472|53|248|APROBADO ASESOR|Proin leo odio, porttitor id, consequat in, consequat ut, nulla.|2020-04-14 04:36:36|2020-02-19 01:16:00|UtMassaVolutpat.ppt
473|15|236|APROBADO ASESOR|Suspendisse potenti.|2022-01-03 16:48:20|2021-04-07 20:09:07|TurpisEgetElit.mp3
474|478|262|RECHAZADO|In hac habitasse platea dictumst.|2019-10-31 10:49:53|2015-09-28 10:02:05|Velit.ppt
475|301|420|APROBADO ASESOR|Integer tincidunt ante vel ipsum.|2020-01-30 20:56:05|2015-11-20 04:20:04|NullamSit.jpeg
476|415|412|APROBADO ASESOR|Praesent blandit.|2017-11-10 06:49:21|2016-03-01 14:41:55|PorttitorLorem.mov
477|203|454|APROBADO ASESOR|Donec ut mauris eget massa tempor convallis.|2022-02-19 20:04:43|2019-05-05 08:53:19|UltricesPosuere.tiff
478|413|371|APROBADO ASESOR|Nullam molestie nibh in lectus.|2022-12-13 17:10:17|2019-05-06 12:08:31|TortorRisusDapibus.ppt
479|453|3|RECHAZADO|Phasellus id sapien in sapien iaculis congue.|2021-10-18 01:47:48|2019-02-21 15:11:42|DictumstMaecenas.ppt
480|242|12|PARA SUSTENTACION|Morbi ut odio.|2020-10-08 20:29:42|2022-11-02 12:40:22|AliquamSitAmet.png
481|226|322|EN PROCESO|Aenean lectus.|2017-05-21 07:08:21|2021-12-15 05:11:21|Est.mp3
482|181|58|EN PROCESO|Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.|2021-11-25 17:08:34|2016-04-08 19:14:40|SitAmetLobortis.xls
483|257|24|APROBADO ASESOR|Quisque porta volutpat erat.|2016-12-16 00:15:59|2018-02-28 05:50:34|ConsequatMorbi.ppt
484|68|149|PARA SUSTENTACION|Praesent id massa id nisl venenatis lacinia.|2015-10-27 02:09:21|2015-11-18 14:17:25|AmetNunc.pdf
485|499|483|APROBADO ASESOR|Aliquam sit amet diam in magna bibendum imperdiet.|2016-04-17 04:00:00|2015-11-07 10:13:52|Sociis.xls
486|348|442|RECHAZADO|In est risus, auctor sed, tristique in, tempus sit amet, sem.|2020-07-18 22:41:33|2016-06-09 17:57:43|SitAmet.jpeg
487|250|277|APROBADO ASESOR|Ut at dolor quis odio consequat varius.|2018-12-17 22:55:51|2021-09-14 10:33:45|FermentumDonecUt.tiff
488|259|326|EN PROCESO|Phasellus in felis.|2017-12-16 08:57:33|2015-08-29 01:05:05|Venenatis.png
489|289|67|EN PROCESO|Vestibulum sed magna at nunc commodo placerat.|2018-02-16 18:07:30|2018-06-27 15:15:16|Vel.xls
490|298|6|APROBADO ASESOR|Morbi a ipsum.|2020-03-05 22:26:24|2017-02-11 20:13:52|CrasIn.doc
491|70|59|RECHAZADO|Aenean fermentum.|2015-02-22 00:04:48|2017-12-20 23:56:59|FusceLacus.mp3
492|169|325|PARA SUSTENTACION|Fusce posuere felis sed lacus.|2017-01-13 10:24:49|2015-09-19 15:43:49|UtUltricesVel.mov
493|457|251|PARA SUSTENTACION|Aliquam non mauris.|2019-04-09 04:16:05|2021-07-30 08:04:51|QuisOrciNullam.xls
494|379|48|EN PROCESO|Donec posuere metus vitae ipsum.|2016-08-24 06:01:23|2017-02-06 17:13:11|EuInterdum.avi
495|386|202|EN PROCESO|Proin interdum mauris non ligula pellentesque ultrices.|2015-01-13 05:25:03|2019-10-28 03:34:58|Orci.avi
496|450|12|APROBADO ASESOR|Quisque id justo sit amet sapien dignissim vestibulum.|2016-11-19 04:57:39|2022-12-15 06:44:41|AliquamConvallisNunc.mpeg
497|434|157|EN PROCESO|Morbi non lectus.|2015-05-12 04:27:31|2019-04-08 15:54:24|OdioElementum.jpeg
498|191|15|APROBADO ASESOR|Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.|2015-04-07 20:19:25|2022-03-01 12:22:07|BlanditUltrices.mp3
499|422|446|PARA SUSTENTACION|Aenean sit amet justo.|2018-12-02 17:12:08|2017-05-16 16:03:15|CuraeDuis.avi
500|187|327|RECHAZADO|Sed vel enim sit amet nunc viverra dapibus.|2018-10-16 02:36:36|2018-05-15 04:43:02|SagittisSapienCum.xls
